u,g,r,i,z,CLASS
24.4899,23.02,21.4431,20.3537,20.408,STAR_LATE
20.0461,19.8389,19.7386,19.3396,19.3432,QSO
19.3592,19.0619,19.0967,19.2226,19.0889,QSO
23.35,24.3408,21.8756,20.5491,20.2033,QSO
22.8162,20.568,20.3321,20.5295,20.3963,HIZ_QSO
19.2464,18.9422,18.6495,18.359,18.3177,QSO
19.9716,19.837,19.7916,19.4316,19.168,QSO
19.5832,19.2839,19.1737,19.2926,19.1437,QSO
19.5451,18.8443,18.8424,18.8314,18.5593,QSO
25.5285,21.6311,20.4694,20.2831,20.1708,HIZ_QSO
19.2684,19.0941,18.7955,18.824,18.8023,QSO
19.8352,19.4013,19.2054,18.9324,18.862,QSO
20.6383,20.3497,19.6815,19.1978,19.1461,QSO
19.329,19.2899,19.0086,19.0089,19.1022,QSO
22.4643,20.2409,20.0243,20.2063,20.07,QSO
19.7093,19.5342,19.5029,19.2921,19.2751,QSO
23.4278,21.0093,20.6424,20.632,20.4391,HIZ_QSO
19.7508,19.5518,19.2825,19.1409,18.9394,QSO
19.6407,19.3558,19.1895,18.9509,18.8605,QSO
19.7749,19.5871,19.4739,19.378,19.285,QSO
20.1939,20.0111,19.8088,19.448,19.2641,QSO
19.4314,19.2883,19.1447,19.2421,19.263,QSO
18.2604,18.1658,18.1278,18.1001,18.1524,QSO
20.0902,19.6843,19.4107,19.1191,19.1702,QSO
19.4807,19.2837,19.0974,19.0439,19.1047,QSO
21.5598,19.1297,17.7305,16.9719,16.5423,STAR_LATE
24.0999,21.2208,20.6459,18.9349,18.4315,STAR_LATE
19.4914,19.3891,19.2964,19.0467,18.9419,QSO
19.5643,19.4963,19.3307,19.388,19.4115,QSO
19.0938,19.053,18.9798,18.8821,18.4193,QSO
17.8755,17.8907,17.8095,17.8389,17.3642,QSO
24.4896,21.9449,20.3026,20.4024,20.2079,HIZ_QSO
17.8898,17.7647,17.5074,17.446,17.4648,QSO
19.5654,19.4413,19.2167,19.0681,19.1672,QSO
19.4602,18.7956,18.6954,18.5358,18.29,QSO
19.9174,19.7449,19.6637,19.439,19.0007,QSO
19.9877,19.5616,19.3253,19.3123,19.1818,QSO
19.5864,19.0203,18.7467,18.8041,18.5241,QSO
19.7871,19.6157,19.4888,19.249,19.2241,QSO
22.8474,21.1893,20.1752,20.1533,20.2021,HIZ_QSO
18.8942,18.7886,18.6074,18.6958,18.7976,QSO
19.078,19.0277,18.7118,18.647,18.727,QSO
20.1752,19.5811,19.3894,19.3697,19.0847,QSO
